posid;ordid;artid;quantity;totalprice
6538;2614;500103;10;500.00
6539;2615;500009;12;66.00
6540;2616;100008;7;4549.30
6541;2616;500105;3;210.00
6542;2616;100021;8;5432.00
6543;2616;100005;10;6984.00
6544;2617;500001;5;37.50
6545;2617;500010;13;520.00
6546;2618;300011;10;3783.00
6547;2618;500105;11;770.00
6548;2619;400002;6;450.00
6549;2619;100021;6;4074.00
6550;2620;100008;4;2599.60
6551;2620;100032;9;3492.00
6552;2621;500011;8;32.00
6553;2622;500008;4;376.00
6554;2623;500202;14;280.00
6555;2623;100007;2;1396.80
6556;2623;500013;12;360.00
6557;2624;500010;7;280.00
6558;2624;100005;13;9079.20
6559;2624;500015;4;32.00
6560;2625;200003;12;4656.00
6561;2626;500301;9;72.00
6562;2626;300011;6;2269.80
6563;2626;100001;10;6790.00
6564;2627;200021;2;760.00
6565;2627;100012;4;2716.00
6566;2628;500105;8;560.00
6567;2628;300011;9;3404.70
6568;2629;100008;3;1949.70
6569;2629;100001;11;7469.00
6570;2630;100015;11;8215.90
6571;2630;200013;1;420.00
6572;2630;100002;2;1261.00
6573;2630;200004;13;5044.00
6574;2631;100006;6;3899.40
6575;2632;400001;1;70.00
6576;2632;500011;4;16.00
6577;2632;200023;3;1105.80
6578;2632;300002;8;2871.20
6579;2633;200012;9;3666.60
6580;2633;300001;2;740.00
6581;2633;300021;11;3734.50
6582;2634;500203;10;350.00
6583;2634;500302;5;40.00
6584;2634;100007;14;9777.60
6585;2634;100022;13;8827.00
6586;2634;100017;3;2240.70
6587;2635;100003;7;4753.00
6588;2635;300031;11;2134.00
6589;2635;300021;9;3055.50
6590;2635;500106;14;420.00
6591;2636;100005;1;720.00
6592;2636;100022;14;9506.00
6593;2636;100007;5;3492.00
6594;2636;400003;2;120.00
6595;2637;200014;14;5703.60
6596;2637;500102;5;250.00
6597;2637;100003;2;1358.00
6598;2637;500301;7;56.00
6599;2638;200011;1;420.00
6600;2638;200001;12;4656.00
6601;2638;200002;8;3104.00
6602;2639;500005;9;72.00
6603;2640;500003;7;49.00
6604;2640;300011;4;1513.20
6605;2640;100002;7;4413.50
6606;2640;500008;6;564.00
6607;2641;500302;3;24.00
6608;2641;300021;5;1697.50
6609;2641;200031;1;220.00
6610;2641;300012;12;4539.60
6611;2641;500010;5;200.00
6612;2641;500006;11;440.00
6613;2642;500203;4;140.00
6614;2642;100011;9;6547.50
6615;2643;200011;4;1629.60
6616;2644;500005;2;16.00
6617;2644;300001;5;1794.50
6618;2644;500002;12;600.00
6619;2645;300001;3;1076.70
6620;2645;200013;6;2444.40
6621;2645;500011;10;40.00
6622;2645;100011;5;3637.50
6623;2646;100014;10;6790.00
6624;2647;100016;1;720.00
6625;2647;500002;7;350.00
6626;2647;200021;6;2211.60
6627;2648;100015;4;2987.60
6628;2649;500105;11;770.00
6629;2649;500104;8;480.00
6630;2649;200021;8;2948.80
6631;2650;200004;8;3104.00
6632;2651;100021;11;7469.00
6633;2651;500014;2;24.00
6634;2652;200001;10;3880.00
6635;2652;200032;12;2560.80
6636;2653;500012;5;21.50
6637;2654;500202;9;180.00
6638;2655;300021;6;2037.00
6639;2655;500011;6;24.00
6640;2656;100012;10;6790.00
6641;2656;500301;9;72.00
6642;2656;500011;14;56.00
6643;2657;200002;14;5432.00
6644;2657;300011;9;3404.70
6645;2657;100021;6;4074.00
6646;2657;500007;14;280.00
6647;2658;100008;12;7798.80
6648;2659;200003;9;3492.00
6649;2659;500014;5;60.00
6650;2660;500105;13;910.00
6651;2661;200012;13;5296.20
6652;2661;100023;10;6790.00
6653;2661;500204;14;210.00
6654;2662;200001;11;4268.00
6655;2662;400002;10;750.00
6656;2662;200003;9;3492.00
6657;2662;300012;1;390.00
6658;2662;100007;7;4888.80
6659;2663;300001;1;370.00
6660;2663;500009;13;71.50
6661;2663;200004;11;4268.00
6662;2664;500301;12;96.00
6663;2664;500028;4;400.00
6664;2665;300031;3;600.00
6665;2665;300021;9;3055.50
6666;2666;100021;5;3395.00
6667;2666;100003;7;4753.00
6668;2666;100006;12;7798.80
6669;2666;200032;2;440.00
6670;2666;100002;12;7566.00
6671;2667;500008;6;564.00
6672;2667;200001;9;3492.00
6673;2668;100012;1;700.00
6674;2668;200001;1;400.00
6675;2668;500011;1;4.00
6676;2669;200032;8;1707.20
6677;2670;500008;9;846.00
6678;2671;500001;14;105.00
6679;2671;200014;1;420.00
6680;2671;200012;8;3259.20
6681;2671;500011;6;24.00
6682;2672;300021;1;350.00
6683;2672;300002;3;1076.70
6684;2672;100004;13;8196.50
6685;2672;500010;13;520.00
6686;2672;100013;1;750.00
6687;2672;100011;7;5092.50
6688;2673;200004;11;4268.00
6689;2674;400003;4;240.00
6690;2675;300021;8;2716.00
6691;2676;500001;12;90.00
6692;2676;100031;5;1940.00
6693;2676;200003;1;400.00
6694;2676;100007;1;720.00
6695;2676;500004;4;24.00
6696;2676;100008;11;7148.90
6697;2677;500010;9;360.00
6698;2677;200021;11;4054.60
6699;2677;500202;6;120.00
6700;2678;200014;3;1222.20
6701;2678;500301;14;112.00
6702;2679;200012;2;840.00
6703;2679;500012;12;51.60
6704;2680;400003;10;600.00
6705;2680;500013;4;120.00
6706;2680;400002;5;375.00
6707;2681;100018;4;2793.60
6708;2682;500010;12;480.00
6709;2682;100023;4;2716.00
6710;2682;100007;5;3492.00
6711;2683;500204;5;75.00
6712;2683;200023;6;2211.60
6713;2683;500202;12;240.00
6714;2683;100015;3;2240.70
6715;2684;100004;1;650.00
6716;2685;200023;11;4054.60
6717;2685;100015;13;9709.70
6718;2686;400002;4;300.00
6719;2687;100018;13;9079.20
6720;2688;200013;2;840.00
6721;2688;400001;12;840.00
6722;2688;500103;11;550.00
6723;2689;200004;5;1940.00
6724;2689;100022;4;2716.00
6725;2689;200012;4;1629.60
6726;2690;500103;7;350.00
6727;2690;200032;9;1920.60
6728;2691;200023;13;4791.80
6729;2692;500302;3;24.00
6730;2692;500005;12;96.00
6731;2693;100007;4;2793.60
6732;2693;300012;8;3026.40
6733;2694;200031;12;2560.80
6734;2694;400002;11;825.00
6735;2695;500106;14;420.00
6736;2695;200003;6;2328.00
6737;2695;100007;8;5587.20
6738;2695;500003;11;77.00
6739;2696;500008;7;658.00
6740;2696;200003;11;4268.00
6741;2696;200012;4;1629.60
6742;2697;100032;12;4656.00
6743;2697;300011;11;4161.30
6744;2698;400001;9;630.00
6745;2698;300001;11;3947.90
6746;2699;400003;2;120.00
6747;2699;300031;10;1940.00
6748;2699;200021;6;2211.60
6749;2700;500202;8;160.00
6750;2700;100011;3;2182.50
6751;2701;100021;1;700.00
6752;2701;500012;8;34.40
6753;2701;100018;4;2793.60
6754;2702;500013;12;360.00
6755;2703;500004;4;24.00
6756;2704;200022;3;1105.80
6757;2704;500003;12;84.00
6758;2704;500014;13;156.00
6759;2705;200001;9;3492.00
6760;2705;200021;11;4054.60
6761;2705;300011;4;1513.20
6762;2705;500106;6;180.00
6763;2706;500203;7;245.00
6764;2706;100006;14;9098.60
6765;2707;100006;9;5849.10
6766;2708;300011;10;3783.00
6767;2708;100003;11;7469.00
6768;2708;300021;11;3734.50
6769;2709;300031;9;1746.00
6770;2709;100023;7;4753.00
6771;2710;200001;11;4268.00
6772;2711;500010;14;560.00
6773;2711;300011;7;2648.10
6774;2712;400003;13;780.00
6775;2712;200001;8;3104.00
6776;2712;500103;10;500.00
6777;2712;500015;10;80.00
6778;2713;500103;12;600.00
6779;2713;500002;14;700.00
6780;2713;200002;6;2328.00
6781;2714;100007;9;6285.60
6782;2715;500104;10;600.00
6783;2715;300031;8;1552.00
6784;2715;500007;13;260.00
6785;2716;100012;6;4074.00
6786;2717;500001;7;52.50
6787;2717;100006;6;3899.40
6788;2717;100018;4;2793.60
6789;2717;100013;6;4365.00
6790;2717;100021;2;1358.00
6791;2718;500006;3;120.00
6792;2719;500001;1;7.50
6793;2719;100003;6;4074.00
6794;2720;500106;11;330.00
6795;2721;500301;11;88.00
6796;2721;500010;5;200.00
6797;2722;500301;13;104.00
6798;2722;200032;12;2560.80
6799;2722;100031;3;1164.00
6800;2722;300001;5;1794.50
6801;2723;200014;2;840.00
6802;2723;500302;12;96.00
6803;2723;500106;11;330.00
6804;2723;200023;14;5160.40
6805;2724;300001;11;3947.90
6806;2725;500001;11;82.50
6807;2725;200003;11;4268.00
6808;2725;500202;9;180.00
6809;2726;200001;11;4268.00
6810;2726;500012;9;38.70
6811;2727;300011;10;3783.00
6812;2728;200023;12;4423.20
6813;2728;200013;4;1629.60
6814;2729;100031;2;800.00
6815;2729;500201;5;200.00
6816;2729;400001;6;420.00
6817;2729;100022;3;2037.00
6818;2729;100015;12;8962.80
6819;2730;100007;6;4190.40
6820;2731;200011;2;840.00
6821;2731;500006;3;120.00
6822;2731;500009;7;38.50
6823;2731;500203;3;105.00
6824;2732;500009;11;60.50
6825;2733;500006;6;240.00
6826;2733;100031;12;4656.00
6827;2734;500003;9;63.00
6828;2734;400002;12;900.00
6829;2734;500012;1;4.30
6830;2735;100001;6;4074.00
6831;2735;100008;9;5849.10
6832;2736;500009;2;11.00
6833;2736;200021;4;1474.40
6834;2736;500006;12;480.00
6835;2736;400003;9;540.00
6836;2737;200001;8;3104.00
6837;2737;500012;3;12.90
6838;2738;100032;12;4656.00
6839;2738;200004;11;4268.00
6840;2739;400003;1;60.00
6841;2739;100016;2;1396.80
6842;2739;100012;11;7469.00
6843;2739;300001;6;2153.40
6844;2740;100018;3;2095.20
6845;2741;200032;4;880.00
6846;2741;400003;7;420.00
6847;2741;100031;8;3104.00
6848;2742;100006;7;4549.30
6849;2742;100031;14;5432.00
6850;2743;100023;5;3395.00
6851;2743;500103;5;250.00
6852;2743;400001;11;770.00
6853;2743;500104;10;600.00
6854;2743;500028;10;970.00
6855;2744;300031;7;1358.00
6856;2744;200003;11;4268.00
6857;2745;500007;5;100.00
6858;2745;200011;9;3666.60
6859;2745;500201;8;320.00
6860;2746;100021;8;5432.00
6861;2746;300002;3;1076.70
6862;2746;100017;7;5228.30
6863;2747;100011;4;2910.00
6864;2747;500011;5;20.00
6865;2747;200004;8;3104.00
6866;2748;200021;1;380.00
6867;2748;100013;3;2182.50
6868;2748;300011;6;2269.80
6869;2748;100016;1;720.00
6870;2749;500204;12;180.00
6871;2749;100003;3;2037.00
6872;2750;500009;5;27.50
6873;2751;100015;1;770.00
6874;2751;400001;5;350.00
6875;2751;300002;2;740.00
6876;2752;500202;10;200.00
6877;2753;200022;2;760.00
6878;2753;100002;1;650.00
6879;2753;500009;13;71.50
6880;2754;100003;5;3395.00
6881;2754;100013;8;5820.00
6882;2754;500102;14;700.00
6883;2755;100002;10;6305.00
6884;2756;100031;13;5044.00
6885;2756;100011;3;2182.50
6886;2757;100016;13;9079.20
6887;2757;100014;1;700.00
6888;2758;100011;1;750.00
6889;2758;100016;7;4888.80
6890;2759;100018;4;2793.60
6891;2759;500005;11;88.00
6892;2759;500028;13;1261.00
6893;2760;500001;10;75.00
6894;2760;400002;8;600.00
6895;2761;100015;2;1493.80
6896;2761;500004;10;60.00
6897;2762;500003;1;7.00
6898;2762;500014;6;72.00
6899;2763;500202;5;100.00
6900;2763;500010;10;400.00
6901;2763;200002;11;4268.00
6902;2764;200014;1;420.00
6903;2764;300011;4;1513.20
6904;2765;100023;2;1358.00
6905;2765;100011;7;5092.50
6906;2765;500004;10;60.00
6907;2766;100003;7;4753.00
6908;2767;200013;8;3259.20
6909;2768;100007;5;3492.00
6910;2768;300031;4;800.00
6911;2768;500203;7;245.00
6912;2769;500105;8;560.00
6913;2769;100003;10;6790.00
6914;2769;500203;9;315.00
6915;2769;100013;3;2182.50
6916;2770;500106;8;240.00
6917;2770;500202;2;40.00
6918;2770;500201;12;480.00
6919;2771;500012;8;34.40
6920;2772;100023;10;6790.00
6921;2772;300021;10;3395.00
6922;2772;100016;3;2095.20
6923;2772;200011;5;2037.00
6924;2772;500202;5;100.00
6925;2773;500011;10;40.00
6926;2773;200022;3;1105.80
6927;2773;300021;8;2716.00
6928;2774;300012;9;3404.70
6929;2774;500004;14;84.00
6930;2774;500203;12;420.00
6931;2774;200003;12;4656.00
6932;2775;200014;4;1629.60
6933;2775;500010;9;360.00
6934;2776;200001;4;1552.00
6935;2777;100016;2;1396.80
6936;2777;500003;12;84.00
6937;2778;200014;12;4888.80
6938;2778;500015;5;40.00
6939;2778;500102;1;50.00
6940;2779;500105;1;70.00
6941;2779;100017;2;1493.80
6942;2779;100031;13;5044.00
6943;2780;300002;2;740.00
6944;2780;100014;6;4074.00
6945;2781;500014;5;60.00
6946;2781;100022;3;2037.00
6947;2781;500004;7;42.00
6948;2782;500014;9;108.00
6949;2782;100011;8;5820.00
6950;2783;500007;11;220.00
6951;2783;500201;11;440.00
6952;2783;500204;6;90.00
6953;2784;200011;8;3259.20
6954;2784;500014;12;144.00
6955;2785;100001;4;2716.00
6956;2786;500102;2;100.00
6957;2786;500106;6;180.00
6958;2787;500003;4;28.00
6959;2787;200001;4;1552.00
6960;2788;500102;5;250.00
6961;2788;500301;9;72.00
6962;2788;100023;2;1358.00
6963;2789;400001;9;630.00
6964;2789;400002;12;900.00
6965;2790;100014;6;4074.00
6966;2790;300002;3;1076.70
6967;2791;500015;6;48.00
6968;2791;200011;5;2037.00
6969;2791;500012;11;47.30
6970;2792;500105;1;70.00
6971;2792;500202;5;100.00
6972;2792;100001;6;4074.00
6973;2792;100032;2;800.00
6974;2792;500007;11;220.00
6975;2792;500103;7;350.00
6976;2793;500010;1;40.00
6977;2793;100006;4;2599.60
6978;2793;100032;14;5432.00
6979;2793;200013;6;2444.40
6980;2794;100002;4;2522.00
6981;2794;200012;12;4888.80
6982;2794;100007;8;5587.20
6983;2795;200032;5;1067.00
6984;2795;200004;12;4656.00
6985;2796;200021;8;2948.80
6986;2796;500007;8;160.00
6987;2796;200004;4;1552.00
6988;2796;500103;2;100.00
6989;2796;500001;12;90.00
6990;2796;500009;4;22.00
6991;2797;100021;1;700.00
6992;2798;500301;6;48.00
6993;2798;500004;2;12.00
6994;2798;500008;11;1002.98
6995;2799;500102;9;450.00
6996;2799;500301;9;72.00
6997;2799;100005;10;6984.00
6998;2800;100021;1;700.00
6999;2800;500102;6;300.00
7000;2800;200014;9;3666.60
7001;2801;500005;10;80.00
7002;2801;400002;8;600.00
7003;2802;500202;12;240.00
7004;2803;100031;14;5432.00
7005;2803;300001;2;740.00
7006;2804;500105;10;700.00
7007;2804;200001;8;3104.00
7008;2804;500002;8;400.00
7009;2805;200013;10;4074.00
7010;2806;500302;8;64.00
7011;2807;500011;3;12.00
7012;2807;100007;8;5587.20
7013;2808;100021;7;4753.00
7014;2809;500104;1;60.00
7015;2809;300012;7;2648.10
7016;2810;200012;11;4481.40
7017;2811;300001;5;1794.50
7018;2811;500006;12;480.00
7019;2811;500302;7;56.00
7020;2811;100017;2;1493.80
7021;2812;100003;7;4753.00
7022;2812;500013;6;180.00
7023;2812;500008;3;282.00
7024;2812;300001;10;3589.00
7025;2812;500106;12;360.00
7026;2813;300021;1;350.00
7027;2814;300021;6;2037.00
7028;2815;200002;4;1552.00
7029;2815;100013;9;6547.50
7030;2815;100017;10;7469.00
7031;2815;200011;9;3666.60
7032;2815;100007;14;9777.60
7033;2816;500007;2;40.00
7034;2817;500009;7;38.50
7035;2817;500106;13;390.00
7036;2817;400002;9;675.00
7037;2817;200031;5;1067.00
7038;2817;100004;13;8196.50
7039;2817;300011;12;4539.60
7040;2818;500028;5;500.00
7041;2818;500010;14;560.00
7042;2819;100003;12;8148.00
7043;2819;200031;8;1707.20
7044;2819;100007;1;720.00
7045;2820;500201;10;400.00
7046;2820;100004;9;5674.50
7047;2821;200014;8;3259.20
7048;2821;200013;14;5703.60
7049;2821;500105;6;420.00
7050;2822;500104;10;600.00
7051;2822;200011;2;840.00
7052;2823;200013;5;2037.00
7053;2824;300002;4;1435.60
7054;2824;100004;2;1261.00
7055;2824;200011;7;2851.80
7056;2824;500028;11;1067.00
7057;2824;300031;3;600.00
7058;2825;300021;3;1018.50
7059;2825;100017;2;1493.80
7060;2826;500204;7;105.00
7061;2826;500105;7;490.00
7062;2826;300031;2;400.00
7063;2826;100021;4;2716.00
7064;2826;100015;13;9709.70
7065;2826;500004;3;18.00
7066;2827;200004;1;400.00
7067;2827;200014;2;840.00
7068;2827;100031;5;1940.00
7069;2827;500302;14;112.00
7070;2828;100031;1;400.00
7071;2828;500013;8;240.00
7072;2828;200003;11;4268.00
7073;2829;200002;12;4656.00
7074;2829;500106;4;120.00
7075;2830;500006;9;360.00
7076;2830;500104;10;600.00
7077;2830;200023;12;4423.20
7078;2831;500010;7;280.00
7079;2831;200022;6;2211.60
7080;2832;200002;9;3492.00
7081;2832;500203;6;210.00
7082;2832;100023;10;6790.00
7083;2833;100022;12;8148.00
7084;2834;500007;12;240.00
7085;2834;500103;8;400.00
7086;2834;100032;10;3880.00
7087;2834;500008;10;940.00
7088;2835;500103;3;150.00
7089;2835;200002;6;2328.00
7090;2835;300031;6;1164.00
7091;2836;300002;5;1794.50
7092;2836;400002;8;600.00
7093;2836;100004;2;1261.00
7094;2837;100003;1;700.00
7095;2837;100011;5;3637.50
7096;2837;500006;12;480.00
7097;2838;500001;5;37.50
7098;2838;100014;4;2716.00
7099;2839;200032;9;1920.60
7100;2840;100021;14;9506.00
7101;2841;500005;9;72.00
7102;2841;500105;1;70.00
7103;2841;300002;3;1076.70
7104;2842;300012;11;4161.30
7105;2842;200002;14;5432.00
7106;2842;500105;14;980.00
7107;2842;300002;5;1794.50
7108;2842;100021;12;8148.00
7109;2843;100002;13;8196.50
7110;2844;200032;10;2134.00
7111;2845;400002;7;525.00
7112;2845;300031;14;2716.00
7113;2845;300012;14;5296.20
7114;2846;500302;8;64.00
7115;2846;100007;12;8380.80
7116;2846;200032;13;2774.20
7117;2846;100017;12;8962.80
7118;2846;300021;9;3055.50
7119;2847;500015;14;112.00
7120;2847;200022;13;4791.80
7121;2848;100004;4;2522.00
7122;2849;500105;1;70.00
7123;2849;100014;8;5432.00
7124;2849;500012;4;17.20
7125;2850;500002;4;200.00
7126;2850;100003;11;7469.00
7127;2851;500028;3;300.00
7128;2851;300031;8;1552.00
7129;2852;500301;4;32.00
7130;2852;100021;6;4074.00
7131;2852;100014;8;5432.00
7132;2853;500012;4;17.20
7133;2853;100018;11;7682.40
7134;2853;100011;2;1455.00
7135;2853;500202;4;80.00
7136;2854;500302;9;72.00
7137;2854;100006;8;5199.20
7138;2855;500005;3;24.00
7139;2855;100014;5;3395.00
7140;2855;100011;3;2182.50
7141;2856;100005;4;2793.60
7142;2857;500012;9;38.70
7143;2857;500106;13;390.00
7144;2858;500004;1;6.00
7145;2859;200032;10;2134.00
7146;2859;500102;8;400.00
7147;2859;200002;10;3880.00
7148;2860;200031;14;2987.60
7149;2861;500102;2;100.00
7150;2861;500002;4;200.00
7151;2861;500007;3;60.00
7152;2862;500203;5;175.00
7153;2862;100014;6;4074.00
7154;2863;100007;2;1396.80
7155;2864;200021;6;2211.60
7156;2864;500015;8;64.00
7157;2865;200003;10;3880.00
7158;2866;200001;12;4656.00
7159;2867;100023;7;4753.00
7160;2867;500201;4;160.00
7161;2868;200013;8;3259.20
7162;2868;200031;5;1067.00
7163;2868;500002;9;450.00
7164;2868;500201;9;360.00
7165;2869;100004;10;6305.00
7166;2869;500301;5;40.00
7167;2869;500028;14;1358.00
7168;2869;200013;6;2444.40
7169;2869;200001;9;3492.00
7170;2869;500015;10;80.00
7171;2870;500013;5;150.00
7172;2871;300012;6;2269.80
7173;2871;200032;5;1067.00
7174;2871;500104;7;420.00
7175;2872;100001;1;700.00
7176;2872;400002;11;825.00
7177;2873;500012;6;25.80
7178;2873;100002;10;6305.00
7179;2873;500201;2;80.00
7180;2874;500105;4;280.00
7181;2874;500203;13;455.00
7182;2874;100022;6;4074.00
7183;2874;500012;5;21.50
7184;2874;200023;14;5160.40
7185;2874;500003;12;84.00
7186;2875;500008;4;376.00
7187;2875;200012;14;5703.60
7188;2875;500013;7;210.00
7189;2876;100032;10;3880.00
7190;2877;300031;6;1164.00
7191;2878;200002;8;3104.00
7192;2878;500105;12;840.00
7193;2878;500028;11;1067.00
7194;2879;100021;7;4753.00
7195;2879;500005;8;64.00
7196;2879;100031;13;5044.00
7197;2880;500012;10;43.00
7198;2880;300021;6;2037.00
7199;2880;500105;1;70.00
7200;2881;100031;5;1940.00
7201;2881;100018;7;4888.80
7202;2882;500007;9;180.00
7203;2882;500203;11;385.00
7204;2883;300001;13;4665.70
7205;2883;100032;5;1940.00
7206;2884;200014;11;4481.40
7207;2884;200004;14;5432.00
7208;2885;500104;9;540.00
7209;2885;500007;11;220.00
7210;2886;500103;13;650.00
7211;2886;500001;11;82.50
7212;2886;500007;13;260.00
7213;2887;100013;12;8730.00
7214;2888;500006;9;360.00
7215;2888;500003;5;35.00
7216;2888;500012;3;12.90
7217;2889;500011;14;56.00
7218;2890;500015;11;88.00
7219;2890;100031;2;800.00
7220;2891;500015;4;32.00
7221;2891;500106;12;360.00
7222;2891;400001;14;980.00
7223;2891;500001;9;67.50
7224;2892;500001;4;30.00
7225;2892;400002;2;150.00
7226;2893;100023;12;8148.00
7227;2894;500014;6;72.00
7228;2894;200013;5;2037.00
7229;2894;300001;5;1794.50
7230;2894;500008;8;752.00
7231;2894;100015;13;9709.70
7232;2895;500009;14;77.00
7233;2895;500006;2;80.00
7234;2895;200012;12;4888.80
7235;2895;500302;6;48.00
7236;2895;100022;3;2037.00
7237;2895;500003;10;70.00
7238;2896;500201;8;320.00
7239;2897;500003;13;91.00
7240;2897;300021;12;4074.00
7241;2898;500008;10;940.00
7242;2898;500010;7;280.00
7243;2898;200032;6;1280.40
7244;2899;500007;12;240.00
7245;2899;500005;9;72.00
7246;2899;500302;10;80.00
7247;2899;500028;9;900.00
7248;2900;500005;8;64.00
7249;2900;400001;2;140.00
7250;2900;300001;1;370.00
7251;2901;200032;13;2774.20
7252;2901;100023;11;7469.00
7253;2901;500028;12;1164.00
7254;2902;100015;13;9709.70
7255;2902;200001;8;3104.00
7256;2902;500003;14;98.00
7257;2902;100001;7;4753.00
7258;2903;100016;6;4190.40
7259;2903;100012;5;3395.00
7260;2904;100017;14;10456.60
7261;2905;200032;3;660.00
7262;2905;500012;9;38.70
7263;2906;500201;11;440.00
7264;2906;100012;13;8827.00
7265;2906;500203;6;210.00
7266;2907;100014;2;1358.00
7267;2907;500010;11;440.00
7268;2907;500102;14;700.00
7269;2908;300002;14;5024.60
7270;2908;500012;1;4.30
7271;2908;300031;8;1552.00
7272;2909;500006;8;320.00
7273;2909;100017;11;8215.90
7274;2909;300021;4;1358.00
7275;2909;200001;9;3492.00
7276;2909;100013;3;2182.50
7277;2909;500204;13;195.00
7278;2909;200023;10;3686.00
7279;2909;500010;11;440.00
7280;2910;200003;1;400.00
7281;2910;500005;9;72.00
7282;2911;500302;3;24.00
7283;2911;100012;14;9506.00
7284;2912;300002;1;370.00
7285;2912;500102;10;500.00
7286;2913;400003;10;600.00
7287;2913;100014;1;700.00
7288;2913;500013;6;180.00
7289;2913;500015;12;96.00
7290;2914;500302;12;96.00
7291;2915;500007;1;20.00
7292;2915;100012;14;9506.00
7293;2915;400001;10;700.00
7294;2915;500014;8;96.00
7295;2916;500014;12;144.00
7296;2917;200004;3;1164.00
7297;2917;300021;13;4413.50
7298;2918;500014;6;72.00
7299;2918;400002;12;900.00
7300;2919;500104;11;660.00
7301;2919;500007;6;120.00
7302;2919;200003;10;3880.00
7303;2920;500201;7;280.00
7304;2921;500011;7;28.00
7305;2921;100016;14;9777.60
7306;2922;200031;4;880.00
7307;2922;200001;8;3104.00
7308;2922;100002;2;1261.00
7309;2922;500105;11;770.00
7310;2922;200023;12;4423.20
7311;2922;500106;4;120.00
7312;2923;100016;8;5587.20
7313;2923;500013;11;330.00
7314;2924;100016;14;9777.60
7315;2924;500011;9;36.00
7316;2925;100004;7;4413.50
7317;2926;200032;11;2347.40
7318;2926;500103;10;500.00
7319;2927;200001;6;2328.00
7320;2927;100016;1;720.00
7321;2927;100001;5;3395.00
7322;2928;300001;7;2512.30
7323;2928;100002;9;5674.50
7324;2929;500104;4;240.00
7325;2929;200013;4;1629.60
7326;2929;100012;5;3395.00
7327;2929;300002;2;740.00
7328;2930;100016;6;4190.40
7329;2930;300012;5;1891.50
7330;2930;500012;8;34.40
7331;2930;200003;9;3492.00
7332;2931;300001;3;1076.70
7333;2931;400003;5;300.00
7334;2932;200023;12;4423.20
7335;2933;100023;2;1358.00
7336;2934;500302;14;112.00
7337;2934;100003;1;700.00
7338;2934;500011;11;44.00
7339;2935;200003;5;1940.00
7340;2935;100006;2;1299.80
7341;2935;500013;11;330.00
7342;2936;500028;8;800.00
7343;2936;500001;7;52.50
7344;2937;500004;4;24.00
7345;2938;200001;14;5432.00
7346;2938;100015;9;6722.10
7347;2938;100022;13;8827.00
7348;2939;500005;11;88.00
7349;2939;500201;8;320.00
7350;2940;200022;10;3686.00
7351;2940;100011;9;6547.50
7352;2940;100031;4;1552.00
7353;2941;500002;9;450.00
7354;2941;500103;3;150.00
7355;2941;100015;8;5975.20
7356;2942;500008;7;658.00
7357;2942;100012;2;1358.00
7358;2942;500011;1;4.00
7359;2943;100015;13;9709.70
7360;2943;100018;3;2095.20
7361;2943;200004;7;2716.00
7362;2944;500028;10;970.00
7363;2944;200014;3;1222.20
7364;2944;100014;12;8148.00
7365;2944;100003;12;8148.00
7366;2944;500204;13;195.00
7367;2945;100016;5;3492.00
7368;2945;100011;6;4365.00
7369;2945;500003;14;98.00
7370;2945;500010;9;360.00
7371;2946;100014;14;9506.00
7372;2946;500204;3;45.00
7373;2946;500301;3;24.00
7374;2946;100016;7;4888.80
7375;2947;100008;13;8448.70
7376;2948;100002;8;5044.00
7377;2948;300001;4;1435.60
7378;2948;400003;2;120.00
7379;2949;500009;13;71.50
7380;2949;400002;8;600.00
7381;2949;300011;7;2648.10
7382;2950;100014;1;700.00
7383;2951;100016;9;6285.60
7384;2951;500028;12;1164.00
7385;2952;100031;9;3492.00
7386;2952;100002;7;4413.50
7387;2953;200014;9;3666.60
7388;2953;100018;9;6285.60
7389;2954;100005;7;4888.80
7390;2954;300002;5;1794.50
7391;2955;100016;3;2095.20
7392;2955;400001;6;420.00
7393;2955;500202;1;20.00
7394;2956;500103;7;350.00
7395;2956;500003;12;84.00
7396;2956;300002;12;4306.80
7397;2956;100021;6;4074.00
7398;2957;100023;6;4074.00
7399;2957;500302;1;8.00
7400;2957;500002;2;100.00
7401;2957;300021;11;3734.50
7402;2958;100011;14;10185.00
7403;2959;100011;7;5092.50
7404;2959;500003;7;49.00
7405;2960;100021;1;700.00
7406;2961;100008;11;7148.90
7407;2962;100015;14;10456.60
7408;2962;300001;7;2512.30
7409;2962;500204;2;30.00
7410;2963;200022;9;3317.40
7411;2963;400003;1;60.00
7412;2964;200023;14;5160.40
7413;2964;500005;8;64.00
7414;2965;100032;3;1164.00
7415;2965;500014;13;156.00
7416;2965;100011;9;6547.50
7417;2965;100007;14;9777.60
7418;2966;300011;10;3783.00
7419;2967;500009;6;33.00
7420;2968;200013;14;5703.60
7421;2968;300001;9;3230.10
7422;2969;200014;6;2444.40
7423;2969;500008;10;940.00
7424;2970;500008;9;846.00
7425;2971;100022;9;6111.00
7426;2971;100008;6;3899.40
7427;2972;100017;3;2240.70
7428;2972;500014;7;84.00
7429;2972;200023;8;2948.80
7430;2973;200004;4;1552.00
7431;2974;100016;13;9079.20
7432;2974;500004;4;24.00
7433;2974;500014;5;60.00
7434;2974;200032;5;1067.00
7435;2975;200022;9;3317.40
7436;2975;400002;10;750.00
7437;2975;100011;10;7275.00
7438;2976;100032;10;3880.00
