ordid;orderdate;custid;staffid
4630;2004-04-12;204;7
4631;2004-04-12;104;6
4632;2004-04-12;202;5
4633;2004-04-12;6;9
4634;2004-04-12;201;2
4635;2004-04-13;1;9
4636;2004-04-13;106;5
4637;2004-04-13;105;5
4638;2004-04-13;201;5
4639;2004-04-14;102;8
4640;2004-04-14;106;4
4641;2004-04-14;205;4
4642;2004-04-14;1;6
4643;2004-04-14;105;6
4644;2004-04-15;104;3
4645;2004-04-15;205;1
4646;2004-04-15;205;2
4647;2004-04-15;1;4
4648;2004-04-15;1;7
4649;2004-04-15;119;8
4650;2004-04-15;113;4
4651;2004-04-16;105;1
4652;2004-04-16;4;4
4653;2004-04-16;6;2
4654;2004-04-16;2;4
4655;2004-04-16;204;3
4656;2004-04-16;5;9
4657;2004-04-16;118;6
4658;2004-04-16;104;4
4659;2004-04-17;113;1
4660;2004-04-17;203;2
4661;2004-04-17;104;8
4662;2004-04-17;202;8
4663;2004-04-17;115;3
4664;2004-04-17;203;7
4665;2004-04-19;117;4
4666;2004-04-19;118;7
4667;2004-04-19;1;7
4668;2004-04-19;110;4
4669;2004-04-19;3;8
4670;2004-04-19;110;9
4671;2004-04-19;1;4
4672;2004-04-19;111;8
4673;2004-04-19;202;1
4674;2004-04-19;202;6
4675;2004-04-19;3;9
4676;2004-04-20;205;7
4677;2004-04-20;201;2
4678;2004-04-20;104;7
4679;2004-04-20;105;3
4680;2004-04-20;114;7
4681;2004-04-20;112;6
4682;2004-04-20;119;6
4683;2004-04-21;101;4
4684;2004-04-21;202;9
4685;2004-04-21;6;9
4686;2004-04-21;111;2
4687;2004-04-22;103;7
4688;2004-04-22;101;4
4689;2004-04-22;3;3
4690;2004-04-22;102;2
4691;2004-04-22;117;8
4692;2004-04-22;101;6
4693;2004-04-23;203;3
4694;2004-04-23;115;7
4695;2004-04-23;109;9
4696;2004-04-23;6;1
4697;2004-04-23;114;2
4698;2004-04-23;112;7
4699;2004-04-24;118;5
4700;2004-04-24;6;5
4701;2004-04-24;120;9
4702;2004-04-24;118;3
4703;2004-04-24;102;1
4704;2004-04-24;104;1
4705;2004-04-24;3;8
4706;2004-04-26;1;9
4707;2004-04-26;4;8
4708;2004-04-26;104;3
4709;2004-04-26;5;2
4710;2004-04-26;116;8
4711;2004-04-26;118;9
4712;2004-04-26;113;9
4713;2004-04-26;102;3
4714;2004-04-27;115;2
4715;2004-04-27;117;6
4716;2004-04-27;113;3
4717;2004-04-27;3;5
4718;2004-04-27;105;6
4719;2004-04-27;6;6
4720;2004-04-27;107;1
4721;2004-04-27;106;4
4722;2004-04-27;203;6
4723;2004-04-27;114;5
4724;2004-04-27;104;2
4725;2004-04-27;205;2
4726;2004-04-28;204;9
4727;2004-04-28;2;3
4728;2004-04-28;101;5
4729;2004-04-28;113;6
4730;2004-04-28;101;8
4731;2004-04-28;103;1
4732;2004-04-29;105;6
4733;2004-04-29;105;5
4734;2004-04-29;205;4
4735;2004-04-29;108;1
4736;2004-04-29;109;2
4737;2004-04-29;110;2
4738;2004-04-30;120;6
4739;2004-04-30;116;8
4740;2004-04-30;204;4
4741;2004-04-30;103;8
4742;2004-04-30;103;6
4743;2004-04-30;203;8
4744;2004-05-01;114;2
4745;2004-05-01;5;2
4746;2004-05-01;110;8
4747;2004-05-01;204;7
4748;2004-05-01;106;9
4749;2004-05-03;107;7
4750;2004-05-03;118;3
4751;2004-05-03;119;5
4752;2004-05-03;203;4
4753;2004-05-04;118;2
4754;2004-05-04;202;5
4755;2004-05-04;1;5
4756;2004-05-04;106;6
4757;2004-05-04;5;5
4758;2004-05-04;201;3
4759;2004-05-04;106;2
4760;2004-05-05;1;1
4761;2004-05-05;5;7
4762;2004-05-05;5;5
4763;2004-05-05;6;2
4764;2004-05-05;115;6
4765;2004-05-05;205;4
4766;2004-05-06;4;1
4767;2004-05-06;3;8
4768;2004-05-06;106;9
4769;2004-05-06;101;7
4770;2004-05-07;108;9
4771;2004-05-07;106;6
4772;2004-05-07;119;8
4773;2004-05-07;3;6
4774;2004-05-07;5;5
4775;2004-05-07;102;2
4776;2004-05-07;115;2
4777;2004-05-07;1;4
4778;2004-05-07;111;8
4779;2004-05-08;201;8
4780;2004-05-08;118;3
4781;2004-05-08;205;3
4782;2004-05-08;117;6
4783;2004-05-08;101;2
4784;2004-05-08;112;7
4785;2004-05-10;3;2
4786;2004-05-10;1;4
4787;2004-05-10;109;7
4788;2004-05-10;4;7
4789;2004-05-10;110;5
4790;2004-05-11;104;4
4791;2004-05-11;104;6
4792;2004-05-11;105;2
4793;2004-05-11;203;6
4794;2004-05-11;3;4
4795;2004-05-11;111;6
4796;2004-05-11;105;3
4797;2004-05-11;114;8
4798;2004-05-12;6;3
4799;2004-05-13;102;7
4800;2004-05-13;101;8
4801;2004-05-13;101;2
4802;2004-05-13;120;1
4803;2004-05-13;203;9
4804;2004-05-14;4;5
4805;2004-05-14;204;2
4806;2004-05-14;118;4
4807;2004-05-14;117;4
4808;2004-05-14;203;2
4809;2004-05-14;113;9
4810;2004-05-14;2;5
4811;2004-05-15;3;1
4812;2004-05-15;201;7
4813;2004-05-15;115;1
4814;2004-05-15;118;5
4815;2004-05-17;2;3
4816;2004-05-17;107;8
4817;2004-05-17;118;7
4818;2004-05-17;6;6
4819;2004-05-17;115;7
4820;2004-05-18;117;2
4821;2004-05-18;6;1
4822;2004-05-18;6;8
4823;2004-05-18;5;2
4824;2004-05-18;106;6
4825;2004-05-18;107;2
4826;2004-05-19;115;7
4827;2004-05-19;114;5
4828;2004-05-19;6;2
4829;2004-05-19;104;6
4830;2004-05-19;111;2
4831;2004-05-19;109;3
4832;2004-05-19;4;4
4833;2004-05-20;1;5
4834;2004-05-20;116;3
4835;2004-05-20;105;7
4836;2004-05-20;204;5
4837;2004-05-20;120;1
4838;2004-05-20;120;3
4839;2004-05-20;118;7
4840;2004-05-20;101;1
4841;2004-05-21;118;9
4842;2004-05-21;108;3
4843;2004-05-21;203;3
4844;2004-05-21;115;6
4845;2004-05-22;109;5
4846;2004-05-22;113;1
4847;2004-05-22;113;1
4848;2004-05-22;116;3
4849;2004-05-22;118;6
4850;2004-05-24;201;6
4851;2004-05-24;109;6
4852;2004-05-24;201;2
4853;2004-05-24;103;2
4854;2004-05-24;106;7
4855;2004-05-24;3;5
4856;2004-05-24;105;8
4857;2004-05-24;101;4
4858;2004-05-25;205;5
4859;2004-05-25;113;6
4860;2004-05-25;201;4
4861;2004-05-25;116;4
4862;2004-05-25;6;1
4863;2004-05-25;1;1
4864;2004-05-25;106;3
4865;2004-05-26;103;4
4866;2004-05-26;119;7
4867;2004-05-26;105;2
4868;2004-05-26;6;4
4869;2004-05-26;105;7
4870;2004-05-26;105;1
4871;2004-05-27;109;7
4872;2004-05-28;104;9
4873;2004-05-28;202;9
4874;2004-05-28;201;5
4875;2004-05-28;117;4
4876;2004-05-28;106;4
4877;2004-05-28;4;3
4878;2004-05-29;103;1
4879;2004-05-29;203;8
4880;2004-05-29;111;5
4881;2004-05-29;110;2
4882;2004-05-29;2;2
4883;2004-05-29;6;5
4884;2004-05-29;116;9
4885;2004-05-29;116;1
4886;2004-05-29;108;4
4887;2004-05-29;108;3
4888;2004-05-31;201;8
4889;2004-05-31;3;2
4890;2004-05-31;202;3
4891;2004-05-31;3;8
4892;2004-05-31;204;9
4893;2004-06-01;113;1
4894;2004-06-01;2;6
4895;2004-06-01;102;8
4896;2004-06-01;202;9
4897;2004-06-02;105;8
4898;2004-06-02;1;2
4899;2004-06-02;114;1
4900;2004-06-02;114;3
4901;2004-06-02;110;6
4902;2004-06-03;204;6
4903;2004-06-03;6;1
4904;2004-06-03;105;8
4905;2004-06-03;117;6
4906;2004-06-03;113;2
4907;2004-06-03;119;9
4908;2004-06-04;114;7
4909;2004-06-04;115;1
4910;2004-06-04;103;7
4911;2004-06-05;4;7
4912;2004-06-05;107;1
4913;2004-06-05;115;7
4914;2004-06-05;203;1
4915;2004-06-07;112;3
4916;2004-06-07;103;5
4917;2004-06-07;116;8
4918;2004-06-07;116;2
4919;2004-06-08;115;7
4920;2004-06-08;205;3
4921;2004-06-08;116;7
4922;2004-06-08;204;1
4923;2004-06-08;112;4
4924;2004-06-08;117;5
4925;2004-06-08;205;1
4926;2004-06-08;110;6
4927;2004-06-09;104;6
4928;2004-06-09;4;8
4929;2004-06-09;110;9
4930;2004-06-09;203;2
4931;2004-06-09;205;5
4932;2004-06-09;115;4
4933;2004-06-09;107;7
4934;2004-06-09;119;3
4935;2004-06-09;202;2
4936;2004-06-09;109;5
4937;2004-06-10;101;6
4938;2004-06-10;4;1
4939;2004-06-10;110;4
4940;2004-06-10;106;8
4941;2004-06-10;3;4
4942;2004-06-11;111;8
4943;2004-06-11;205;6
4944;2004-06-11;112;8
4945;2004-06-11;6;2
4946;2004-06-11;101;8
4947;2004-06-12;110;7
4948;2004-06-12;1;3
4949;2004-06-14;112;7
4950;2004-06-14;112;6
4951;2004-06-14;110;5
4952;2004-06-14;204;5
4953;2004-06-15;110;4
4954;2004-06-15;109;3
4955;2004-06-15;111;6
4956;2004-06-15;113;3
4957;2004-06-15;202;4
4958;2004-06-15;118;5
4959;2004-06-15;105;1
4960;2004-06-15;108;2
4961;2004-06-16;116;4
4962;2004-06-16;205;4
4963;2004-06-16;103;7
4964;2004-06-16;5;2
4965;2004-06-17;104;3
4966;2004-06-17;115;1
4967;2004-06-17;116;3
4968;2004-06-17;105;8
4969;2004-06-17;111;3
4970;2004-06-17;1;4
4971;2004-06-17;120;8
4972;2004-06-18;112;3
4973;2004-06-18;204;2
4974;2004-06-18;115;5
4975;2004-06-18;205;4
4976;2004-06-18;120;2
4977;2004-06-18;107;3
4978;2004-06-18;203;2
4979;2004-06-18;102;1
4980;2004-06-18;103;9
4981;2004-06-19;105;3
4982;2004-06-19;1;4
4983;2004-06-19;203;2
4984;2004-06-19;6;9
4985;2004-06-19;104;3
4986;2004-06-19;120;9
4987;2004-06-19;102;6
4988;2004-06-19;101;3
4989;2004-06-21;3;9
4990;2004-06-21;102;6
4991;2004-06-21;2;9
4992;2004-06-21;201;7
4993;2004-06-21;6;6
4994;2004-06-21;109;5
4995;2004-06-21;2;1
4996;2004-06-21;113;4
4997;2004-06-22;112;6
4998;2004-06-22;105;3
4999;2004-06-22;1;6
5000;2004-06-22;202;1
5001;2004-06-23;4;6
5002;2004-06-23;109;7
5003;2004-06-23;3;4
5004;2004-06-23;103;6
5005;2004-06-23;107;8
5006;2004-06-23;203;3
5007;2004-06-23;103;6
5008;2004-06-23;5;8
5009;2004-06-23;119;2
5010;2004-06-23;119;3
5011;2004-06-23;108;8
5012;2004-06-23;204;5
5013;2004-06-24;108;3
5014;2004-06-24;205;9
5015;2004-06-24;113;6
5016;2004-06-24;204;8
5017;2004-06-25;1;8
5018;2004-06-25;102;7
5019;2004-06-26;4;6
5020;2004-06-26;107;1
5021;2004-06-26;105;2
5022;2004-06-26;203;1
5023;2004-06-26;205;6
5024;2004-06-28;4;5
5025;2004-06-28;103;8
5026;2004-06-28;2;7
5027;2004-06-28;115;3
5028;2004-06-28;203;2
5029;2004-06-28;118;8
5030;2004-06-29;101;4
5031;2004-06-29;6;2
5032;2004-06-29;3;7
5033;2004-06-29;115;2
5034;2004-06-29;204;3
5035;2004-06-29;102;5
5036;2004-06-30;111;8
5037;2004-06-30;109;2
5038;2004-06-30;6;3
5039;2004-06-30;202;3
5040;2004-07-01;120;7
5041;2004-07-01;1;2
5042;2004-07-01;120;5
5043;2004-07-02;203;8
5044;2004-07-02;204;7
5045;2004-07-02;1;3
5046;2004-07-02;109;6
5047;2004-07-02;113;7
5048;2004-07-02;109;7
5049;2004-07-02;1;1
5050;2004-07-03;111;7
5051;2004-07-03;116;1
5052;2004-07-03;118;1
5053;2004-07-03;112;8
5054;2004-07-03;101;5
5055;2004-07-03;120;7
5056;2004-07-05;120;9
5057;2004-07-05;4;7
5058;2004-07-05;120;8
5059;2004-07-05;101;1
5060;2004-07-06;6;9
5061;2004-07-06;201;3
5062;2004-07-06;115;5
5063;2004-07-06;203;2
5064;2004-07-06;107;5
5065;2004-07-06;3;3
5066;2004-07-06;118;6
5067;2004-07-06;117;6
5068;2004-07-06;116;4
5069;2004-07-07;4;2
5070;2004-07-07;4;3
5071;2004-07-07;203;7
5072;2004-07-07;107;2
5073;2004-07-07;119;6
5074;2004-07-07;3;8
5075;2004-07-07;111;8
5076;2004-07-08;104;7
5077;2004-07-08;106;2
5078;2004-07-08;6;2
5079;2004-07-08;110;8
5080;2004-07-08;118;5
5081;2004-07-08;104;5
5082;2004-07-08;2;5
5083;2004-07-09;116;1
5084;2004-07-09;110;8
5085;2004-07-09;105;4
5086;2004-07-09;3;2
5087;2004-07-09;103;4
5088;2004-07-09;4;4
5089;2004-07-10;2;2
5090;2004-07-10;201;8
5091;2004-07-10;205;7
5092;2004-07-10;103;8
5093;2004-07-10;102;5
5094;2004-07-12;4;8
5095;2004-07-12;6;9
5096;2004-07-12;201;6
5097;2004-07-12;118;1
5098;2004-07-12;3;2
5099;2004-07-12;116;1
5100;2004-07-12;105;4
5101;2004-07-13;120;6
5102;2004-07-13;2;4
5103;2004-07-13;117;9
5104;2004-07-13;114;3
5105;2004-07-13;112;3
5106;2004-07-13;5;3
5107;2004-07-14;103;9
5108;2004-07-14;205;9
5109;2004-07-14;110;2
5110;2004-07-14;2;4
5111;2004-07-14;118;3
5112;2004-07-15;101;3
5113;2004-07-15;3;8
5114;2004-07-15;205;9
5115;2004-07-15;110;5
5116;2004-07-15;203;4
5117;2004-07-16;117;8
5118;2004-07-16;111;7
5119;2004-07-16;202;2
5120;2004-07-16;110;8
5121;2004-07-16;102;2
5122;2004-07-16;118;8
5123;2004-07-16;2;9
5124;2004-07-17;105;6
5125;2004-07-17;110;1
5126;2004-07-17;5;6
5127;2004-07-17;107;4
5128;2004-07-17;107;2
5129;2004-07-17;6;3
5130;2004-07-17;115;5
5131;2004-07-17;116;8
5132;2004-07-17;102;6
5133;2004-07-17;115;4
5134;2004-07-19;110;3
5135;2004-07-19;106;2
5136;2004-07-19;117;3
5137;2004-07-19;110;2
5138;2004-07-19;107;2
5139;2004-07-19;114;6
5140;2004-07-20;114;1
5141;2004-07-20;101;6
5142;2004-07-20;107;9
5143;2004-07-20;2;8
5144;2004-07-20;103;9
5145;2004-07-20;107;2
5146;2004-07-20;1;2
5147;2004-07-21;104;9
5148;2004-07-21;107;4
5149;2004-07-21;3;9
5150;2004-07-21;205;3
5151;2004-07-21;116;5
5152;2004-07-21;111;6
5153;2004-07-22;115;5
5154;2004-07-22;204;9
5155;2004-07-22;110;9
5156;2004-07-23;107;6
5157;2004-07-23;109;4
5158;2004-07-23;6;6
5159;2004-07-24;4;9
5160;2004-07-24;1;8
5161;2004-07-24;101;6
5162;2004-07-24;2;1
5163;2004-07-24;205;9
5164;2004-07-24;101;5
5165;2004-07-24;112;8
5166;2004-07-24;119;7
5167;2004-07-26;203;1
5168;2004-07-26;201;8
5169;2004-07-26;117;3
5170;2004-07-26;103;2
5171;2004-07-27;116;1
5172;2004-07-27;4;9
5173;2004-07-27;109;8
5174;2004-07-27;108;4
5175;2004-07-27;115;2
5176;2004-07-27;6;5
5177;2004-07-28;110;7
5178;2004-07-28;6;8
5179;2004-07-28;103;4
5180;2004-07-28;119;3
5181;2004-07-28;109;6
5182;2004-07-28;114;9
5183;2004-07-28;3;2
5184;2004-07-28;104;3
5185;2004-07-28;1;6
5186;2004-07-28;114;1
5187;2004-07-29;107;4
5188;2004-07-29;6;9
5189;2004-07-29;3;2
5190;2004-07-29;6;4
5191;2004-07-29;205;8
5192;2004-07-30;119;7
5193;2004-07-30;204;2
5194;2004-07-30;103;9
5195;2004-07-30;202;7
5196;2004-07-30;2;6
5197;2004-07-30;114;7
5198;2004-07-30;201;9
5199;2004-07-30;5;4
5200;2004-07-31;116;8
5201;2004-07-31;108;8
5202;2004-07-31;201;8
5203;2004-07-31;103;1
5204;2004-08-02;111;2
5205;2004-08-02;119;2
5206;2004-08-02;204;4
5207;2004-08-02;104;4
5208;2004-08-02;2;4
5209;2004-08-03;204;7
5210;2004-08-03;120;4
5211;2004-08-03;112;4
5212;2004-08-03;6;1
5213;2004-08-03;101;2
5214;2004-08-03;6;7
5215;2004-08-04;111;5
5216;2004-08-04;2;3
5217;2004-08-04;120;7
5218;2004-08-04;109;1
5219;2004-08-04;115;7
5220;2004-08-04;106;5
5221;2004-08-04;6;2
5222;2004-08-04;113;5
5223;2004-08-05;104;1
5224;2004-08-05;112;7
5225;2004-08-05;111;6
5226;2004-08-05;202;2
5227;2004-08-05;4;9
5228;2004-08-05;113;4
5229;2004-08-05;3;5
5230;2004-08-05;108;5
5231;2004-08-06;116;5
5232;2004-08-06;102;1
5233;2004-08-06;201;4
5234;2004-08-06;6;3
5235;2004-08-06;101;7
5236;2004-08-07;113;5
5237;2004-08-07;201;2
5238;2004-08-07;113;9
5239;2004-08-07;120;3
5240;2004-08-07;103;4
5241;2004-08-07;103;7
5242;2004-08-07;114;5
5243;2004-08-07;101;8
5244;2004-08-07;204;8
5245;2004-08-09;118;1
5246;2004-08-09;108;5
5247;2004-08-09;119;9
5248;2004-08-09;114;3
5249;2004-08-09;113;4
5250;2004-08-09;106;3
5251;2004-08-09;118;7
5252;2004-08-09;109;3
5253;2004-08-10;109;4
5254;2004-08-10;118;7
5255;2004-08-10;101;5
5256;2004-08-10;109;4
5257;2004-08-10;112;1
5258;2004-08-10;201;9
5259;2004-08-11;205;4
5260;2004-08-11;104;9
5261;2004-08-11;5;1
5262;2004-08-11;118;5
5263;2004-08-11;2;6
5264;2004-08-11;112;8
5265;2004-08-11;104;9
5266;2004-08-12;101;6
5267;2004-08-12;107;3
5268;2004-08-12;1;6
5269;2004-08-12;118;6
5270;2004-08-12;201;9
5271;2004-08-12;202;3
5272;2004-08-12;3;3
5273;2004-08-12;3;5
5274;2004-08-12;119;8
5275;2004-08-13;111;4
5276;2004-08-13;5;2
5277;2004-08-13;103;9
5278;2004-08-13;113;2
5279;2004-08-13;2;5
5280;2004-08-14;3;1
5281;2004-08-14;115;8
5282;2004-08-14;2;6
5283;2004-08-16;102;4
5284;2004-08-16;108;6
5285;2004-08-16;205;2
5286;2004-08-16;113;8
5287;2004-08-16;202;3
5288;2004-08-16;104;4
5289;2004-08-16;5;6
5290;2004-08-16;101;5
5291;2004-08-16;117;8
5292;2004-08-17;110;7
5293;2004-08-17;114;8
5294;2004-08-17;2;7
5295;2004-08-17;119;7
5296;2004-08-18;112;1
5297;2004-08-18;5;1
5298;2004-08-18;120;7
5299;2004-08-18;115;6
5300;2004-08-18;205;9
5301;2004-08-18;116;6
5302;2004-08-18;113;8
5303;2004-08-18;5;4
5304;2004-08-19;112;2
5305;2004-08-19;115;7
5306;2004-08-19;4;7
5307;2004-08-19;104;4
5308;2004-08-19;107;3
5309;2004-08-19;202;7
5310;2004-08-19;114;5
5311;2004-08-19;5;1
5312;2004-08-19;1;8
5313;2004-08-19;115;2
5314;2004-08-19;202;9
5315;2004-08-19;113;1
5316;2004-08-19;116;6
5317;2004-08-19;105;5
5318;2004-08-20;104;9
5319;2004-08-20;118;9
5320;2004-08-20;6;8
5321;2004-08-20;2;3
5322;2004-08-20;117;8
5323;2004-08-20;120;4
5324;2004-08-20;103;8
5325;2004-08-20;107;7
5326;2004-08-20;204;1
5327;2004-08-20;112;3
5328;2004-08-21;118;6
5329;2004-08-21;106;3
5330;2004-08-21;102;2
5331;2004-08-21;205;4
5332;2004-08-21;108;3
5333;2004-08-23;109;4
5334;2004-08-23;6;5
5335;2004-08-23;101;9
5336;2004-08-23;106;3
5337;2004-08-24;106;4
5338;2004-08-24;112;8
5339;2004-08-24;105;1
5340;2004-08-24;115;2
5341;2004-08-24;203;3
5342;2004-08-25;5;9
5343;2004-08-25;120;8
5344;2004-08-25;114;6
5345;2004-08-25;4;4
5346;2004-08-26;117;8
5347;2004-08-26;113;4
5348;2004-08-26;4;1
5349;2004-08-26;105;5
5350;2004-08-26;1;6
5351;2004-08-27;205;4
5352;2004-08-27;114;3
5353;2004-08-27;116;3
5354;2004-08-27;116;4
5355;2004-08-27;101;3
5356;2004-08-28;105;1
5357;2004-08-28;5;6
5358;2004-08-28;115;5
5359;2004-08-28;116;7
5360;2004-08-28;1;9
5361;2004-08-30;105;8
5362;2004-08-30;202;6
5363;2004-08-30;103;3
5364;2004-08-31;106;4
5365;2004-08-31;119;7
5366;2004-08-31;102;7
5367;2004-08-31;112;9
5368;2004-08-31;112;6
5369;2004-09-01;109;4
5370;2004-09-01;4;6
5371;2004-09-01;109;2
5372;2004-09-01;115;8
5373;2004-09-01;113;3
5374;2004-09-01;102;9
5375;2004-09-01;101;2
5376;2004-09-01;4;9
5377;2004-09-01;203;8
5378;2004-09-02;104;7
5379;2004-09-02;105;9
5380;2004-09-02;116;2
5381;2004-09-02;201;5
5382;2004-09-02;118;1
5383;2004-09-02;203;6
5384;2004-09-02;205;6
5385;2004-09-03;205;9
5386;2004-09-03;106;3
5387;2004-09-03;119;2
5388;2004-09-03;113;5
5389;2004-09-03;110;9
5390;2004-09-03;5;6
5391;2004-09-03;205;4
5392;2004-09-03;101;5
5393;2004-09-03;204;2
5394;2004-09-03;205;7
5395;2004-09-04;5;1
5396;2004-09-04;120;4
5397;2004-09-04;116;1
5398;2004-09-04;104;1
5399;2004-09-04;111;2
5400;2004-09-04;118;3
5401;2004-09-06;104;7
5402;2004-09-06;204;1
5403;2004-09-06;3;9
5404;2004-09-07;101;8
5405;2004-09-07;105;5
5406;2004-09-07;106;6
5407;2004-09-07;113;4
5408;2004-09-07;201;4
5409;2004-09-08;5;9
5410;2004-09-08;201;1
5411;2004-09-08;113;6
5412;2004-09-08;4;8
5413;2004-09-08;5;9
5414;2004-09-09;5;2
5415;2004-09-09;108;1
5416;2004-09-09;103;8
5417;2004-09-09;112;3
5418;2004-09-09;104;2
5419;2004-09-09;116;3
5420;2004-09-10;109;7
5421;2004-09-10;3;9
5422;2004-09-10;6;4
5423;2004-09-10;113;2
5424;2004-09-10;111;6
5425;2004-09-10;118;4
5426;2004-09-10;105;9
5427;2004-09-10;101;3
5428;2004-09-10;3;3
5429;2004-09-10;108;6
5430;2004-09-11;202;4
5431;2004-09-11;4;2
5432;2004-09-11;116;9
5433;2004-09-11;202;9
5434;2004-09-11;109;9
5435;2004-09-11;108;1
5436;2004-09-11;114;2
5437;2004-09-11;5;4
5438;2004-09-11;6;7
5439;2004-09-13;115;9
5440;2004-09-13;105;4
5441;2004-09-13;119;9
5442;2004-09-13;2;7
5443;2004-09-13;202;8
5444;2004-09-14;105;9
5445;2004-09-14;109;6
5446;2004-09-14;104;9
5447;2004-09-14;3;6
5448;2004-09-14;113;9
5449;2004-09-14;116;8
5450;2004-09-14;5;7
5451;2004-09-15;205;9
5452;2004-09-15;203;7
5453;2004-09-15;6;2
5454;2004-09-15;120;3
5455;2004-09-16;102;6
5456;2004-09-16;114;7
5457;2004-09-16;106;1
5458;2004-09-16;118;5
5459;2004-09-16;202;7
5460;2004-09-16;108;1
5461;2004-09-16;117;1
5462;2004-09-16;205;9
5463;2004-09-16;102;6
5464;2004-09-16;119;6
5465;2004-09-17;116;8
5466;2004-09-17;119;2
5467;2004-09-17;202;5
5468;2004-09-17;2;3
5469;2004-09-17;107;3
5470;2004-09-17;4;5
5471;2004-09-17;112;5
5472;2004-09-18;106;4
5473;2004-09-18;109;5
5474;2004-09-18;119;8
5475;2004-09-18;107;2
5476;2004-09-18;113;7
5477;2004-09-20;203;9
5478;2004-09-20;1;8
5479;2004-09-20;104;7
5480;2004-09-20;119;2
5481;2004-09-20;203;4
5482;2004-09-20;111;1
5483;2004-09-20;106;1
5484;2004-09-21;202;9
5485;2004-09-21;205;5
5486;2004-09-21;110;3
5487;2004-09-21;114;7
5488;2004-09-21;4;7
5489;2004-09-21;120;2
5490;2004-09-21;106;4
5491;2004-09-21;113;5
5492;2004-09-22;202;2
5493;2004-09-22;109;6
5494;2004-09-22;204;1
5495;2004-09-22;117;6
5496;2004-09-22;4;1
5497;2004-09-22;110;1
5498;2004-09-22;116;6
5499;2004-09-22;205;9
5500;2004-09-22;114;9
5501;2004-09-23;202;3
5502;2004-09-23;201;4
5503;2004-09-23;5;8
5504;2004-09-23;202;3
5505;2004-09-23;116;4
5506;2004-09-23;119;8
5507;2004-09-23;109;6
5508;2004-09-23;117;3
5509;2004-09-23;117;8
5510;2004-09-24;108;5
5511;2004-09-24;101;6
5512;2004-09-24;111;3
5513;2004-09-24;4;4
5514;2004-09-24;106;9
5515;2004-09-24;114;2
5516;2004-09-24;5;3
5517;2004-09-24;5;6
5518;2004-09-24;205;9
5519;2004-09-25;1;5
5520;2004-09-25;116;7
5521;2004-09-25;1;9
5522;2004-09-27;103;6
5523;2004-09-27;108;1
5524;2004-09-27;202;6
5525;2004-09-27;107;3
5526;2004-09-27;111;5
5527;2004-09-27;5;3
5528;2004-09-27;115;5
5529;2004-09-27;101;4
5530;2004-09-28;4;3
5531;2004-09-28;3;1
5532;2004-09-28;204;9
5533;2004-09-28;106;7
5534;2004-09-28;105;8
5535;2004-09-29;202;5
5536;2004-09-29;5;9
5537;2004-09-29;103;8
5538;2004-09-29;111;1
5539;2004-09-30;102;1
5540;2004-09-30;107;6
5541;2004-09-30;107;5
5542;2004-09-30;103;3
5543;2004-09-30;3;6
5544;2004-09-30;3;4
5545;2004-10-01;2;6
5546;2004-10-01;5;6
5547;2004-10-01;103;6
5548;2004-10-01;102;1
5549;2004-10-01;103;4
5550;2004-10-01;103;9
5551;2004-10-01;204;1
5552;2004-10-01;113;5
5553;2004-10-01;120;9
5554;2004-10-01;3;4
5555;2004-10-02;201;5
5556;2004-10-02;105;6
5557;2004-10-02;203;5
5558;2004-10-02;120;1
5559;2004-10-02;115;2
5560;2004-10-02;116;6
5561;2004-10-02;5;8
5562;2004-10-04;101;5
5563;2004-10-04;3;6
5564;2004-10-04;1;4
5565;2004-10-04;205;4
5566;2004-10-04;201;9
5567;2004-10-04;107;1
5568;2004-10-04;5;5
5569;2004-10-04;113;4
5570;2004-10-05;108;5
5571;2004-10-05;112;4
5572;2004-10-05;112;2
5573;2004-10-05;110;8
5574;2004-10-05;102;3
5575;2004-10-05;112;5
5576;2004-10-05;6;4
5577;2004-10-06;104;4
5578;2004-10-06;115;7
5579;2004-10-06;117;9
5580;2004-10-07;110;3
5581;2004-10-07;106;6
5582;2004-10-07;112;1
5583;2004-10-07;110;7
5584;2004-10-07;1;8
5585;2004-10-08;113;7
5586;2004-10-08;1;1
5587;2004-10-08;112;7
5588;2004-10-08;117;2
5589;2004-10-09;111;8
5590;2004-10-09;106;6
5591;2004-10-09;202;7
5592;2004-10-09;120;3
5593;2004-10-09;119;3
5594;2004-10-09;106;4
5595;2004-10-09;5;8
5596;2004-10-09;202;9
5597;2004-10-09;117;2
5598;2004-10-11;108;4
5599;2004-10-11;102;2
5600;2004-10-11;110;1
5601;2004-10-11;6;8
5602;2004-10-11;117;8
5603;2004-10-11;103;2
5604;2004-10-11;3;2
5605;2004-10-12;114;7
5606;2004-10-12;104;2
5607;2004-10-12;106;8
5608;2004-10-12;105;5
5609;2004-10-12;5;7
5610;2004-10-12;203;6
5611;2004-10-13;4;9
5612;2004-10-13;3;8
5613;2004-10-13;106;6
5614;2004-10-14;102;1
5615;2004-10-14;2;9
5616;2004-10-14;120;3
5617;2004-10-14;102;9
5618;2004-10-14;110;7
5619;2004-10-14;101;4
5620;2004-10-14;119;2
5621;2004-10-14;102;3
5622;2004-10-14;114;7
5623;2004-10-15;119;4
5624;2004-10-15;107;1
5625;2004-10-15;205;7
5626;2004-10-15;205;9
5627;2004-10-15;118;4
